review_id,author,rating,date,theme,sentiment,key_insight,feature_mentions,is_churn_risk
166,Lauryn Dixon,1,2025-06-18T17:20:41-07:00,pricing,very_negative,"The user is frustrated that they cannot use their account after canceling their subscription, despite having paid for the month.",[],True
167,Chisel Fizzle,1,2025-06-16T13:29:47-07:00,support,very_negative,The customer service is unresponsive and issues with double billing remain unresolved.,[],True
168,".....,,??!?,",1,2025-06-16T12:42:05-07:00,features,very_negative,The recent update is negatively impacting customer satisfaction and could lead to loss of users.,[],True
169,Rex’s dojo,5,2025-06-13T12:08:40-07:00,other,very_positive,The reviewer expresses strong satisfaction with the product.,[],False
170,Nebula waves 333,5,2025-06-11T15:30:07-07:00,ease-of-use,very_positive,The user finds Shopify easy to navigate and appreciates the available templates and useful apps.,"['templates', 'apps']",False
171,Slaladjessegoth,5,2025-06-09T02:47:57-07:00,ease-of-use,positive,The app is user-friendly but the recent update has awkward design elements.,"['user friendly', 'update', 'floating tabs', 'black background']",True
172,Kemril,1,2025-06-06T19:00:03-07:00,support,very_negative,The customer is frustrated with being locked out of their account and the company's support.,[],True
173,Sophiakeys,1,2025-06-05T16:11:44-07:00,features,very_negative,The AI update has caused significant issues with order visibility.,"['AI update', 'orders']",True
174,TiffRog,3,2025-06-04T09:56:16-07:00,features,negative,The user is dissatisfied with the removal of the recently sold inventory feature.,['recently sold inventory feature'],True
175,Spidersmans,2,2025-06-03T07:37:01-07:00,ease-of-use,negative,The new app layout is cumbersome and the sidekick AI is intrusive.,"['new layout', 'sidekick AI']",True
176,lmbesch,1,2025-06-02T17:28:56-07:00,support,very_negative,"The reviewer is dissatisfied with the new app interface and the lack of customer support, leading to a desire to switch to another platform.","['new update', 'customer support', 'interface', 'payouts']",True
177,BecauseWeNomad,2,2025-05-31T09:56:41-07:00,ease-of-use,negative,The product is difficult to set up and not intuitive to use.,['90 trial at $1 per month'],True
178,BH~,2,2025-05-30T10:35:11-07:00,features,negative,The new Shopify app has good enhancements but is plagued by glitches and inefficiencies.,"['analytics screen', 'connection errors', 'reports menu']",True
179,Lift Crash,1,2025-05-30T08:27:10-07:00,reliability,very_negative,"The platform suffers from frequent crashes and functionality issues, making it unreliable.","['server errors', 'theme not found', 'products disappearing']",True
180,Isthusit2001,1,2025-05-26T16:30:36-07:00,ease-of-use,very_negative,The app is overly complicated and difficult to navigate.,[],True
181,Lexie treys,1,2025-05-26T13:36:01-07:00,support,very_negative,The customer experienced significant frustration due to inadequate customer service and support options.,"['Shopify account access', 'virtual assistance', 'email support']",True
182,Butch0610,3,2025-05-26T10:47:06-07:00,features,neutral,The user requests the return of the tag scan option for easier inventory searching.,['tag scan option'],False
183,Tesla 销售部,4,2025-05-25T07:49:18-07:00,integration,negative,The user has been charged for six months without successfully linking their account.,[],True
184,small ock,3,2025-05-24T01:08:42-07:00,ease-of-use,negative,"The navigation bar obstructs essential buttons, making account creation difficult.","['navigation bar', 'account creation']",True
185,Faithfulsteps,4,2025-05-23T13:45:32-07:00,ease-of-use,positive,The user appreciates the app but desires better guidance for navigating its features.,[],False
186,allyk789,1,2025-05-23T08:10:09-07:00,features,very_negative,"The new update is causing the app to crash when sending invoices, severely impacting business operations.","['sending invoices', 'app crash']",True
187,Lsr;(214,5,2025-05-23T05:48:16-07:00,features,very_positive,The latest update is highly appreciated for making sidekick available on IOS.,['sidekick on IOS'],False
188,HabibiArt,3,2025-05-23T03:11:38-07:00,features,neutral,The user acknowledges a fix but still sees issues with the reports page.,"['analytics', 'reports page', 'live view page']",False
189,travels2,1,2025-05-22T20:21:10-07:00,ease-of-use,very_negative,"The redesign of the app has made it harder to navigate and read, negatively impacting usability.",[],True
190,никнейммм,1,2025-05-21T17:47:07-07:00,ease-of-use,very_negative,The user finds the updated app extremely difficult to use and prefers the previous version.,[],True
191,nunofyabuz,1,2025-05-21T06:28:57-07:00,support,very_negative,The customer is frustrated with the lack of accountability from Shopify regarding their order.,[],True
192,PeePeeGrumpy,1,2025-05-20T15:40:54-07:00,support,very_negative,The support options for Shopify are ineffective and frustrating.,"['help', 'community options', 'AI BOT', 'support advisors']",True
193,Whodey00000,1,2025-05-20T12:50:48-07:00,features,very_negative,The recent update complicates the user experience without addressing customer needs.,[],True
194,damirante,2,2025-05-17T10:32:46-07:00,features,negative,The recent update has caused functionality issues on the iPhone.,"['live view', 'sessions']",True
195,CurtisF25,1,2025-05-17T08:36:31-07:00,features,very_negative,The removal of the customer behavior UI has rendered the app unusable.,['customer behavior UI'],True
196,MintChipkids,1,2025-05-16T18:02:11-07:00,support,very_negative,"The seller experienced a sudden and unexplained shutdown of their business site by Shopify, leading to frustration and dissatisfaction.",[],True
197,kenjinsta123,1,2025-05-15T06:31:43-07:00,support,very_negative,The reviewer experienced multiple scams with no support or refund options available.,[],True
198,rbcodes,2,2025-05-13T13:49:36-07:00,features,negative,"The app lacks dark mode support, making it difficult to use at night.",['dark mode'],True
199,EKB 91369,1,2025-05-13T09:46:47-07:00,pricing,very_negative,The user is frustrated about being billed after canceling their service.,[],True
200,Dakreations,1,2025-05-13T09:00:12-07:00,support,very_negative,The seller is frustrated with the lack of communication and support from the company.,[],True
201,alukaslukkasss,2,2025-05-11T01:23:15-07:00,other,very_negative,The user is dissatisfied with the service.,[],True
202,AMSHS2026,1,2025-05-10T01:03:50-07:00,pricing,very_negative,The reviewer accuses the company of unethical practices regarding unauthorized charges and poor refund policies.,[],True
203,SaqibNoori999,4,2025-05-09T03:05:43-07:00,ease-of-use,positive,The seller appreciates the ease of starting with the method but is concerned about the lack of customers.,[],True
204,NikNDom,1,2025-05-04T01:15:30-07:00,pricing,very_negative,The user is frustrated with being charged despite their shop being in test mode.,[],True
205,Breese147,5,2025-05-03T18:42:28-07:00,features,positive,The user appreciates the ease of use but desires additional features for low inventory alerts without needing a computer.,"['low inventory alerts', 'workflow']",False
206,Lil Skitz9,5,2025-04-29T22:03:39-07:00,ease-of-use,very_positive,"The app is easy to use and loved by the reviewer, despite high costs.",[],False
207,Bagsaver,1,2025-04-26T06:41:58-07:00,support,very_negative,"The customer had a frustrating experience with Shopify's billing and support, leading to a transition to another service.","['billing', 'customer support', 'communication']",True
208,NorthfieldNow,1,2025-04-26T05:13:47-07:00,ease-of-use,very_negative,The new photo upload process is frustrating and leads to potential cancellation of the service.,"['photo upload', 'listing order']",True
209,Winner Moving upwards,5,2025-04-23T17:05:38-07:00,ease-of-use,very_positive,The reviewer is new to e-commerce but is eager to start using the platform.,[],False
210,Redaflorida,1,2025-04-23T09:43:30-07:00,support,very_negative,The customer service is severely lacking and unable to resolve issues.,[],True
211,Zoltani,2,2025-04-18T06:41:40-07:00,features,negative,The change from 'Sales' to 'Sessions' as the top metric is seen as a regression in usability.,"['Sales metric', 'Sessions metric', 'font size', 'admin page']",True
212,Clouduka,5,2025-04-17T21:09:45-07:00,ease-of-use,very_positive,The reviewer expresses strong satisfaction with Shopify.,[],False
213,urrhfhryhdhwwjsu,5,2025-04-16T06:47:17-07:00,pricing,positive,The product is considered good despite being expensive.,[],False
214,Don’tplaywithmymoney,1,2025-04-14T04:38:55-07:00,support,very_negative,The reviewer is frustrated with the delayed payout and poor customer service from Shopify.,[],True
215,Tommy-Texan,1,2025-04-13T04:24:06-07:00,support,very_negative,Shopify fails to protect users from unethical billing practices and offers inadequate support.,"['Minta app', 'Shopify subscription fee']",True
216,DerekPetz69,1,2025-04-12T21:47:35-07:00,support,very_negative,The customer experienced significant issues with card information processing and received inadequate support.,[],True
217,JESSIUCH,1,2025-04-11T21:04:46-07:00,support,very_negative,"The customer is frustrated with the lack of support and outdated features, leading them to consider switching to a competitor.","['live chat', 'ai bot', 'templates']",True
218,addi3g,5,2025-04-10T01:13:37-07:00,support,very_positive,Zoey provided excellent assistance and was patient with inquiries.,[],False
219,Wronginainteasy,5,2025-04-09T20:06:48-07:00,ease-of-use,very_positive,The seller finds the platform intuitive and user-friendly.,[],False
220,Musk vs Zuckerberg,1,2025-04-08T18:09:40-07:00,support,very_negative,The user is frustrated with ongoing charges and lack of customer support.,"['subscription', 'helpline', 'chatbot']",True
221,Ron Vanvoorhis,5,2025-04-08T14:03:05-07:00,ease-of-use,very_positive,Shopify provides a seamless experience for publishing and selling books quickly.,"['ease of navigating', 'ordering process']",False
222,buy it sell it,1,2025-04-06T22:55:13-07:00,support,very_negative,"The bank verification process is frustrating and illogical, leading to dissatisfaction.",['bank verification process'],True
223,Starlight Harris,1,2025-04-04T18:37:07-07:00,pricing,very_negative,The customer feels misled about the promotional offer and is dissatisfied with the charges.,[],True
224,CynicXIII,2,2025-04-01T14:41:48-07:00,features,negative,The user is frustrated with the removal of features related to printing labels.,"['printing multiple labels', 'batch buy labels', 'generate pdf']",True
225,Gaywad42069,1,2025-04-01T13:13:34-07:00,features,very_negative,The recent update has significantly degraded the user's experience.,[],True
226,Waiting since ww1,1,2025-03-31T16:01:26-07:00,pricing,very_negative,The user feels trapped by billing policies and is frustrated with the inability to cancel their account due to financial constraints.,[],True
227,Troigi,1,2025-03-31T08:34:57-07:00,ease-of-use,very_negative,The user is frustrated with the platform's inability to upload pictures easily.,['upload pictures'],True
228,Iman ghadzi679,1,2025-03-29T19:37:55-07:00,ease-of-use,very_negative,The account deletion process is frustrating and problematic.,"['human verification', 'WiFi connection']",True
229,Junito1676,5,2025-03-29T11:08:22-07:00,ease-of-use,very_positive,The reviewer believes Square is the best choice for starting an e-commerce business.,[],False
230,FEDERICOWMJ,2,2025-03-24T15:36:50-07:00,ease-of-use,negative,The photo uploading process has become more cumbersome and time-consuming.,"['upload images', 'photo order']",True
231,The bray experience,5,2025-03-23T21:14:38-07:00,features,very_positive,Shopify is incredibly helpful and life-changing.,[],False
232,<Capt. CARTER>,1,2025-03-23T14:11:34-07:00,support,very_negative,The customer is frustrated with being charged for a service they never used and the lack of customer support.,[],True
233,Roland Risse,5,2025-03-21T06:13:15-07:00,integration,very_positive,Shopify is beneficial for small businesses by helping track inventory and maximize profits.,"['tracking inventory', 'maximizing profits', 'easily integratable']",False
234,Hehhddhhrhehdudbdty,1,2025-03-19T14:31:20-07:00,pricing,very_negative,The user is frustrated with the costs associated with switching companies and difficulties in managing their account.,"['shipping labels', 'card removal']",True
235,Jokerdoh114,1,2025-03-16T08:28:59-07:00,ease-of-use,very_negative,"The app is frustrating and difficult to use, leading to significant delays in opening a store.","['app', 'fund transfer', 'internet app']",True
236,Rastarebel1,1,2025-03-16T06:30:59-07:00,support,very_negative,The user feels neglected by the lack of customer support and is frustrated with ongoing charges without access to their site.,"['phone number', 'subscriptions', 'chat support']",True
237,CodyAhr,1,2025-03-15T20:34:59-07:00,other,very_negative,The reviewer feels frustrated with the lack of competition in the market.,[],True
238,jzz4444444444,1,2025-03-15T10:55:26-07:00,pricing,very_negative,The customer feels scammed due to unexpected charges after canceling their store.,[],True
239,selah hopper,1,2025-03-13T22:09:04-07:00,support,very_negative,The reviewer feels that Shopify is untrustworthy and unresponsive regarding refunds.,[],True
240,OliverSMass,1,2025-03-13T09:24:47-07:00,support,very_negative,The lack of effective communication and support options is frustrating for long-term users.,"['chat support', 'email support', 'phone support']",True
241,ciccippio,1,2025-03-13T08:01:51-07:00,support,very_negative,The customer is frustrated with the lack of communication and support from the platform.,"['automated system', 'account access', 'cancellation process']",True
242,BooJeff,1,2025-03-11T00:07:00-07:00,pricing,very_negative,The customer is frustrated about unauthorized charges and demands a refund.,[],True
243,efi2nr,2,2025-03-10T09:50:02-07:00,support,negative,The lack of real customer service makes it difficult to resolve issues.,[],True
244,dhvftznifvnj,2,2025-03-09T21:41:56-07:00,reliability,negative,The constant logging out issue makes the apps frustrating and nearly unusable.,"['Inbox', 'app']",True
245,Wayne3063,1,2025-03-09T16:01:33-07:00,integration,very_negative,The user is frustrated with the incomplete PayPal setup process.,['PayPal integration'],True
246,Big T Mossy,5,2025-03-07T07:05:25-07:00,support,very_positive,"The customer received exceptional support from Jason, resolving their issue quickly.",[],False
247,Testiclops,3,2025-03-05T00:13:22-07:00,features,neutral,"The app is not displaying inventory data, causing confusion for staff.","['inventory data', 'app']",True
248,renn12m,1,2025-03-04T03:54:25-07:00,support,very_negative,"The customer experienced significant issues with support, leading to frustration and dissatisfaction with the service.",[],True
249,justmia911,5,2025-03-02T09:22:16-07:00,ease-of-use,very_positive,"The app simplifies tasks for users, making it highly appreciated.",[],False
250,IIskuzII,1,2025-02-28T17:26:04-07:00,features,very_negative,The mobile app's missing 'Send Invoice' feature is causing significant inconvenience.,"['Send Invoice', 'mobile app', 'desktop']",True
251,86Token,1,2025-02-25T23:59:27-07:00,support,very_negative,The customer is frustrated with the lack of effective support and is considering leaving due to unresolved issues.,"['subscription', 'live chat', 'email confirmation']",True
252,Shop Tech Accessories,5,2025-02-25T13:29:33-07:00,other,very_negative,The reviewer warns against entering payment information due to security concerns.,[],True
253,Gettitjav,5,2025-02-25T07:08:26-07:00,support,very_positive,The support provided was exceptionally helpful.,[],False
254,Novahunter007,1,2025-02-25T03:39:21-07:00,pricing,very_negative,The user is frustrated because they cannot select a plan.,[],True
255,Darko_17,1,2025-02-24T18:31:43-07:00,pricing,very_negative,"The user experienced unauthorized charges after canceling their account, indicating a serious issue with billing practices.",[],True
256,Hellcat43,1,2025-02-24T10:22:14-07:00,support,very_negative,The reviewer is frustrated with the lack of customer service.,[],True
257,ivychristine04,2,2025-02-23T13:50:46-07:00,features,very_negative,The inability to assign box sizes for shipping calculations is a major drawback.,"['shipping calculations', 'box sizes', 'customer service']",True
258,dequaries,1,2025-02-23T13:27:04-07:00,other,very_negative,The reviewer criticizes Shopify for banning Kanye West and labels the company as racist.,[],True
259,"…,,.,,,,",5,2025-02-23T00:16:05-07:00,other,very_positive,The reviewer expresses strong satisfaction.,[],False
260,Kingslar,1,2025-02-21T09:13:10-07:00,support,very_negative,The seller experienced significant issues with withdrawing funds and felt unsupported after their first sale.,[],True
261,DouglasGottlieb,2,2025-02-21T05:10:59-07:00,support,negative,The reviewer is dissatisfied with the lack of support for Apple Shortcuts.,"['Apple Shortcuts', 'backend metadata']",True
262,kaiiioiikkk,3,2025-02-19T04:37:52-07:00,pricing,neutral,"The app was good overall, but issues with subscription cancellation and continued charges affected the experience.",[],True
263,lul hicks,2,2025-02-18T13:16:21-07:00,support,negative,The customer is dissatisfied with the customer service.,[],True
264,Conypretty487,1,2025-02-18T06:43:31-07:00,pricing,very_negative,The user feels misled about the pricing structure and is frustrated with customer support.,[],True
265,Zakobe ryan reynolds williams,4,2025-02-17T14:17:07-07:00,support,very_negative,The automated system and lack of support led to account termination and loss of funds.,"['Acceptable Use Policy', 'automated system']",True
266,Nickname37292$2,1,2025-02-14T03:02:41-07:00,pricing,very_negative,The customer is frustrated about being charged for a subscription they already cancelled.,[],True
267,Masia Group,5,2025-02-13T18:38:45-07:00,integration,very_positive,The program is excellent.,[],False
268,Rico is on it,1,2025-02-12T18:43:33-07:00,features,very_negative,"The app has become overly restrictive with rules and regulations, undermining the purpose of having a personal online store.",[],True
269,BeeSierra,1,2025-02-12T03:44:17-07:00,features,very_negative,The user is frustrated with the lack of essential features in the app.,"['tags', 'alphabetize', 'discounts on shipping']",True
270,Anonymouswhitegirl,1,2025-02-11T12:01:16-07:00,other,very_negative,The reviewer is boycotting the app due to concerns over inappropriate content being sold.,[],True
271,JSS E&H,5,2025-02-10T14:28:41-07:00,ease-of-use,very_positive,The user had a fantastic experience using the app to build their store.,['finding apps'],False
272,Niktt1230,1,2025-02-07T08:52:11-07:00,support,very_negative,The customer is frustrated with the lack of effective support and resolution for their issue.,[],True
273,18191@1@,1,2025-02-05T17:07:37-07:00,pricing,very_negative,The user feels that the app is stealing money from their bank account.,[],True
274,Sunrisesurferpb,5,2025-02-05T14:11:59-07:00,ease-of-use,very_positive,The setup and integrations are very easy to use.,[],False
275,Don’tdoIT!!!!!!,1,2025-02-04T14:23:45-07:00,support,very_negative,The customer is frustrated with the lack of support and communication regarding their held funds.,[],True
276,cv6htmp,1,2025-02-03T12:07:51-07:00,ease-of-use,very_negative,The user is frustrated with the difficulty of deleting their account.,[],True
277,oc.Danielle,1,2025-01-31T22:33:17-07:00,support,very_negative,"The customer experienced significant issues with account cancellation and customer service, leading to a loss of trust.",[],True
278,Strickfaden a,1,2025-01-28T08:27:03-07:00,support,very_negative,The customer is frustrated with the lack of direct support and ineffective chat bots.,['chat bots'],True
279,Um mm,1,2025-01-27T07:19:50-07:00,support,very_negative,The customer is frustrated with the lack of effective support and communication.,[],True
280,cd1031,2,2025-01-25T15:53:39-07:00,ease-of-use,negative,The app's frequent changes to metric viewing make it less user-friendly.,"['metrics', 'sessions', 'bounce rate', 'added to cart', 'analytics']",True
281,us2fever,1,2025-01-24T01:16:54-07:00,ease-of-use,very_negative,The user is unable to access the app and is frustrated with the experience.,['create your own store page'],True
282,I luv these birds,1,2025-01-23T11:40:52-07:00,support,very_negative,The customer is frustrated with the lack of timely technical support after spending a significant amount on web design.,"['premium upgrade', 'technical support']",True
283,delete this 777,1,2025-01-23T02:43:14-07:00,pricing,very_negative,The seller is frustrated with increased monthly fees and lack of notifications for sales.,"['monthly fees', 'notifications']",True
284,@Emeralds12-9,5,2025-01-22T11:55:57-07:00,ease-of-use,very_positive,The platform is transformative and simplifies the process of trade and commerce through technology.,"['Dropshipping', 'E-Commerce', 'Shopify']",False
285,BrettK84,1,2025-01-22T06:57:41-07:00,other,very_negative,"The user feels that Shopify compromised their personal information, leading to harassment through spam calls and texts.",[],True
286,BusyBee43a09,2,2025-01-20T10:42:30-07:00,features,negative,The user is dissatisfied with the ads on the home screen and desires more useful analytics.,"['ads', 'home screen', 'analytics']",True
287,ColleenCC14,1,2025-01-20T06:44:48-07:00,ease-of-use,very_negative,Shopify is difficult to use across multiple devices.,"['sign in', 'multiple devices']",True
288,just jhia,5,2025-01-19T10:15:06-07:00,ease-of-use,very_positive,Shopify provides a seamless experience for launching a business.,[],False
289,tocool1356,1,2025-01-18T05:38:24-07:00,support,very_negative,The seller experienced a sudden store shutdown and financial loss without warning from Shopify.,[],True
290,Janellebbb,3,2025-01-17T13:42:18-07:00,features,negative,The analytics feature is unreliable and inconsistent across devices.,"['analytics feature', 'calendar', 'metrics']",True
291,Jen1537,1,2025-01-16T16:27:28-07:00,support,very_negative,The user is frustrated with the lack of communication and resolution regarding their payouts being on hold.,[],True
292,dfzzdgj,2,2025-01-15T11:05:36-07:00,support,very_negative,The user experienced repeated issues with account shutdowns and unresponsive support.,[],True
293,voidxdancer,1,2025-01-14T21:36:27-07:00,reliability,very_negative,The seller is frustrated with delayed payouts and is considering switching back to a previous platform.,['24 hour payouts'],True
294,Merritt Gregory,1,2025-01-11T10:57:35-07:00,support,very_negative,The user is frustrated with the difficulty of canceling their subscription and the lack of effective customer support.,['help center'],True
295,engineer3003,2,2025-01-11T10:30:36-07:00,ease-of-use,negative,The UI issues in Marketplace Connect prevent users from saving edits effectively.,"['Marketplace Connect', 'save button']",True
296,elrockymexicano,1,2025-01-11T08:04:41-07:00,pricing,very_negative,The review highlights difficulties in canceling the subscription and high fees associated with not using Shopify.,[],True
297,SKovach1909,3,2025-01-10T05:25:23-07:00,features,neutral,"The notification settings have a glitch that prevents the icon from clearing, despite all notifications being addressed.","['notification icon', 'paid', 'fulfilled', 'archived']",False
298,el_cuh_0968,1,2025-01-06T17:53:38-07:00,features,very_negative,The user is frustrated with the inability to delete their card from the app.,"['delete card', 'remove card']",True
299,Alex guapoo,5,2025-01-06T06:57:12-07:00,ease-of-use,very_positive,The user finds Shopify practical and easy to use for managing their online business.,[],False
300,alc1013,1,2025-01-04T06:06:48-07:00,features,very_negative,The reporting features do not provide complete or accurate data.,['reporting mechanisms'],True
301,lukeweirich,5,2025-01-02T16:20:02-07:00,ease-of-use,very_positive,The user finds Shopify to be an excellent and easy-to-use business app.,[],False
302,AdomHayley#1,1,2025-01-01T16:56:27-07:00,support,very_negative,Shopify has restrictive policies and poor support for new users.,[],True
303,Camus lupus,5,2024-12-30T05:12:00-07:00,support,very_positive,The seller found the information provided to be very helpful.,[],False
304,stokessk,1,2024-12-29T11:05:04-07:00,support,very_negative,The help center is perceived as rude and untrustworthy.,[],True
305,Standing onBusiness,1,2024-12-29T09:42:30-07:00,support,very_negative,The customer service is consistently poor and a major issue with the app.,[],True
306,Maï kanome,1,2024-12-29T04:16:17-07:00,pricing,very_negative,The customer experienced an unauthorized charge and is unhappy with the lack of refund.,[],True
307,LuhBreezyyy,2,2024-12-20T18:06:47-07:00,pricing,negative,The user is frustrated about being charged after deleting their accounts and subscriptions.,[],True
308,Adriana Alava,5,2024-12-20T12:00:10-07:00,support,very_positive,The seller finds the platform to have excellent customer service.,[],False
309,R………………..,1,2024-12-12T08:44:48-07:00,ease-of-use,very_negative,The account deletion process is overly complicated.,[],True
310,Chase_Henry,5,2024-12-11T06:28:02-07:00,pricing,very_positive,The platform offers an affordable solution for entrepreneurs to start their e-commerce business without significant financial burden.,"['low cost', 'print on demand']",False
311,DezziHG,5,2024-12-10T07:41:59-07:00,ease-of-use,very_positive,The platform is user-friendly and meets all the user's needs perfectly.,[],False
312,MS7819MS,1,2024-12-09T13:53:43-07:00,features,very_negative,The new update has severely impacted the reporting functionality.,"['reporting', 'daily numbers', 'app update']",True
313,Sk9pd441,5,2024-12-07T05:39:18-07:00,other,very_positive,The seller takes pride in the quality of their coffee beans.,[],False
314,Onenutwonder555,1,2024-12-06T16:58:18-07:00,pricing,very_negative,"The user lost all their work after changing their monthly plan, which they find unacceptable.",[],True
315,Halofit42,5,2024-12-03T14:34:50-07:00,ease-of-use,very_positive,The platform is easy to set up and enjoyable to use.,[],False
316,Day of Action and a,1,2024-12-03T05:59:03-07:00,pricing,very_negative,The user is frustrated about unexpected charges from the app.,[],True
317,Sara Oz,5,2024-12-02T09:29:47-07:00,reliability,very_positive,The app is solid and provides a reliable experience similar to the web version.,[],False
318,Betsie29,5,2024-12-01T20:17:24-07:00,features,very_positive,The review highlights the usefulness of the information provided for sales tracking.,[],False
319,RyoshiKira,1,2024-11-26T10:47:54-07:00,other,very_negative,The user experienced a significant privacy issue leading to spam calls after using the service.,[],True
320,fahrvergnuugen,5,2024-11-23T07:41:28-07:00,features,very_positive,"The app is well-designed and offers useful features, but the user requests additional inventory management functionalities.","['adjust inventory quantity by a specific amount', 'adjust columns on the inventory overview']",False
321,Desz4,1,2024-11-22T18:01:35-07:00,pricing,very_negative,"The app charged the user twice after they deactivated their store, indicating serious billing issues.",[],True
322,Another owner of the store,1,2024-11-18T15:58:46-07:00,ease-of-use,very_negative,The user is frustrated with the inability to log in using Google.,"['login', 'Google']",True
323,Genuinelyj.a.,5,2024-11-17T13:29:43-07:00,support,positive,The user is experiencing a technical issue but appreciates the service.,[],False
324,39Deep,1,2024-11-14T10:24:18-07:00,reliability,very_negative,The app is experiencing persistent issues with double notifications.,[],True
325,Muchas bendiciones!!,5,2024-11-12T06:45:38-07:00,support,very_positive,The customer is highly impressed with the programming and editing system and the support provided.,"['programming system', 'editing system', 'support']",False
326,wingy from Delray Beach,5,2024-11-09T22:34:16-07:00,other,positive,Carline is testing apps on their phone and has had a positive experience despite a hacking issue.,[],False
327,vin can,1,2024-11-09T19:13:07-07:00,ease-of-use,very_negative,The user is unable to log in due to a disabled button after entering their email.,['log in process'],True
328,Paulc191919,1,2024-11-07T10:31:49-07:00,support,very_negative,The customer is frustrated with the lack of accessible support options.,"['phone support', 'live chat', 'email support']",True
329,missV201629,5,2024-11-04T10:49:52-07:00,ease-of-use,very_positive,The app is highly regarded for its user-friendly interface.,[],False
330,lpossome,1,2024-11-02T07:16:22-07:00,pricing,very_negative,The user feels they are being unfairly charged for a service they did not use.,[],True
331,Spring2212,1,2024-11-01T12:31:32-07:00,support,very_negative,The customer experienced extremely poor and rude customer service.,[],True
332,Communiyconnections,1,2024-10-30T16:05:12-07:00,support,very_negative,"The user's payout is on hold, causing frustration after starting their business.",[],True
333,Clif On iTunes,1,2024-10-26T13:46:07-07:00,reliability,very_negative,The latest version of the app is crashing on all devices.,[],True
